,Unnamed: 0.1,Name,Birthday,Place_of_birth,Weight,Height,Reach,Stance,Total Fights,Wins,Wins by KO,Losses,Draws,No Contests,Sex,Height_cm,Reach_cm,Country,Nationality,Sign,Weight_class
1428,1428,Anselmo Moreno,1985-06-28,"El Martillo, San Miguelito,Panama",flyweight/bantamweight/bantamweight,168 cm (5 ft 6 in),177 cm (70 in),Southpaw,49,42.0,15.0,6.0,1.0,,M,168.0,177.8,Panama,Panamanian,Cancer,flyweight
1429,1429,Zhanat Zhakiyanov,1983-11-04,"Blagoveshchenka, Jambyl Region, Kazakh SSR(now Kazakhstan)",bantamweight,5 ft 7 in (170 cm),67 in (170 cm),Orthodox,29,27.0,18.0,2.0,,,M,170.0,170.0,Kazakhstan,Kazakh,Scorpio,bantamweight
1430,1430,Takuma Inoue,1995-12-26,"Zama, Kanagawa, Japan",flyweight/bantamweight/bantamweight,5 ft 4+1⁄2 in (164 cm),64 in (163 cm),Orthodox,20,19.0,5.0,1.0,,,M,164.0,163.0,Japan,Japanese,Capricorn,flyweight
1431,1431,Koki Kameda,1986-11-17,"Osaka, Japan",flyweight/flyweight/flyweight/bantamweight,1.66 m (5 ft 5 in),1.68 m (66 in),Southpaw,35,33.0,18.0,2.0,,,M,166.0,167.6,Japan,Japanese,Scorpio,flyweight
1432,1432,Gustavo Ballas,1958-02-10,"Villa María, Argentina",flyweight,5 ft 2 in (157 cm),,Orthodox,120,105.0,29.0,9.0,6.0,0.0,M,157.0,,Argentina,Argentine,Aquarius,flyweight
1433,1433,Rafael Pedroza,1955-03-27,"Colón, Panama",flyweight/flyweight,5 ft 3+1⁄2 in (161 cm),,Orthodox,28,19.0,15.0,8.0,1.0,0.0,M,161.0,,Panama,Panamanian,Aries,flyweight
1434,1434,Khaosai Galaxy,1959-05-15,"Ban Cha Lianglab, Tambon Na Pa, Mueang Phetchabun, Phetchabun, Thailand",,5 ft 5 in (165 cm),,Southpaw,51,50.0,44.0,1.0,,,M,165.0,,Thailand,Thai,Taurus,
1435,1435,Katsuya Onizuka,1970-03-12,"Kitakyushu, Fukuoka, Japan",flyweight,5 ft 8 in (173 cm),,Orthodox,25,24.0,17.0,1.0,,,M,173.0,,Japan,Japanese,Pisces,flyweight
1436,1436,Lee Hyung-chul,1971-02-19,South Korea,,,,,,,,,,,M,,,South Korea,South Korean,Pisces,
1437,1437,Alimi Goitia,1970-06-28,"Puerto Cabello, Venezuela",flyweight,5 ft 6 in (168 cm),68 in (173 cm),Southpaw,20,16.0,13.0,4.0,,,M,168.0,173.0,Venezuela,Venezuelan,Cancer,flyweight
1438,1438,Yokthai Sithoar,1974-12-25,,flyweight/featherweight,1.70 m (5 ft 7 in),,,37,28.0,17.0,6.0,3.0,0.0,M,170.0,,,,Capricorn,flyweight
1439,1439,Satoshi Iida,1969-08-11,"Nagoya, Japan",flyweight,5 ft 5 in (165 cm),65 in (166 cm),Southpaw,28,25.0,11.0,2.0,1.0,0.0,M,165.0,166.0,Japan,Japanese,Leo,flyweight
1440,1440,Hideki Todaka,1973-03-16,"Miyazaki, Japan",bantamweight,,,Orthodox,26,21.0,10.0,4.0,1.0,0.0,M,,,Japan,Japanese,Pisces,bantamweight
1441,1441,Leo Gámez,1963-08-08,"San Juan de Los Morros, Venezuela",flyweight/flyweight/flyweight/flyweight,5 ft (152 cm),63+1⁄2 in (161 cm),Orthodox,48,35.0,26.0,12.0,1.0,,M,152.0,161.0,Venezuela,Venezuelan,Leo,flyweight
1442,1442,Celes Kobayashi,1973-02-27,"Iwai, Ibaraki, Japan",flyweight,5 ft 6+1⁄2 in (169 cm),,Southpaw,32,24.0,14.0,5.0,3.0,,M,169.0,,Japan,Japanese,Pisces,flyweight
1443,1443,Alexander Muñoz,1979-02-08,"San Felix, Bolivar, Venezuela",flyweight/bantamweight/bantamweight,5 ft 5+1⁄2 in (166 cm),68.5 in (174 cm),Orthodox,51,41.0,31.0,10.0,,,M,166.0,174.0,Venezuela,Venezuelan,Aquarius,flyweight
1444,1444,Martín Castillo,1977-01-13,"Mexico City, Mexico",flyweight,5 ft 6 in (1.68 m),160 cm (63 in),Orthodox,39,35.0,18.0,4.0,0.0,0.0,M,168.0,160.0,Mexico,Mexican,Capricorn,flyweight
1445,1445,Nobuo Nashiro,1981-10-12,"Nara, Nara, Japan",flyweight,162 cm (5 ft 4 in),,Orthodox,26,19.0,13.0,6.0,1.0,0.0,M,162.0,,Japan,Japanese,Libra,flyweight
1446,1446,Tomonobu Shimizu,1981-06-28,"Fukui, Fukui, Japan",flyweight,5 ft 6 in (1.68 m),,Orthodox,24,19.0,9.0,4.0,1.0,,M,168.0,,Japan,Japanese,Cancer,flyweight
1447,1447,Tepparith Kokietgym,1988-11-22,"Kosum Phisai, Thailand",flyweight/flyweight,160 cm (5 ft 3 in),,,38,35.0,21.0,3.0,,,M,160.0,,Thailand,Thai,Sagittarius,flyweight
1448,1448,Kohei Kono,1980-11-23,"Nakakoma District, Yamanashi, Japan",flyweight/bantamweight,5 ft 5.5 in (1.66 m),67 in (170 cm),Orthodox,46,33.0,14.0,12.0,1.0,,M,166.0,170.0,Japan,Japanese,Sagittarius,flyweight
1449,1449,Liborio Solís,1982-03-21,"Maracay, Venezuela",flyweight/bantamweight,5 ft 4 in (163 cm),69+1⁄2 in (177 cm),Orthodox,44,37.0,18.0,7.0,1.0,1.0,M,163.0,177.0,Venezuela,Venezuelan,Aries,flyweight
1450,1450,Denkaosan Kaovichit,1976-08-23,,,1.61 m (5 ft 3 in),168 cm (66.1 in),Orthodox,71,63.0,26.0,7.0,1.0,0.0,M,161.0,167.9,,,Virgo,
1451,1451,Luis Concepción,1985-10-06,"Panama City, Panama",flyweight/flyweight,5 ft 2 in (157 cm),63 in (160 cm),Orthodox,50,40.0,29.0,10.0,,,M,157.0,160.0,Panama,Panamanian,Libra,flyweight
1452,1452,Kal Yafai,1989-06-11,"Birmingham, West Midlands, England",flyweight,5 ft 4 in (163 cm),,Orthodox,29,27.0,15.0,2.0,,,M,163.0,,England,British,Gemini,flyweight
1453,1453,Joshua Franco,1995-10-27,"San Antonio, Texas, U.S.",flyweight/bantamweight,5 ft 5 in (165 cm),67 in (170 cm),Orthodox,24,18.0,8.0,2.0,3.0,1.0,M,165.0,170.0,USA,American,Scorpio,flyweight
1454,1454,Andrew Moloney,,,flyweight/bantamweight,165cm (5ft 5 ),165 cm (65 in),,30,26.0,16.0,3.0,,1.0,M,165.0,165.1,,,,flyweight
1455,1455,Jimmy Wilde,1892-05-15,"Quakers Yard, Merthyr Tydfil, Wales",flyweight,5 ft 2 in (1.57 m),66 in (168 cm),Orthodox,150,137.0,99.0,4.0,1.0,8.0,M,157.0,168.0,Wales,British,Taurus,flyweight
1456,1456,Pinky Silverberg,,,flyweight,,,,82,34.0,5.0,34.0,14.0,0.0,M,,,,,,flyweight
1457,1457,Frankie Genaro,1901-08-26,"New York, New York, U.S.",flyweight,5 ft 2 in (157 cm)[1],,Orthodox,131,98.0,19.0,23.0,9.0,2.0,M,157.0,,USA,American,Virgo,flyweight
1458,1458,Émile Pladner,1906-09-02,"Clermont-Ferrand, Puy-de-Dôme, France",flyweight/bantamweight,5 ft 2 in (157 cm),64 in (163 cm),,133,104.0,38.0,16.0,13.0,,M,157.0,163.0,France,French,Virgo,flyweight
1459,1459,Little Dado,1916-01-01,"La Carlota, Negros Occidental, Philippines",flyweight/bantamweight,,,Orthodox,90,73.0,22.0,6.0,11.0,0.0,M,,,Philippines,Filipino,Capricorn,flyweight
1460,1460,Bernabe Villacampo,1943-06-11,"Toledo City, Cebu, Philippines",flyweight,,,Southpaw,98,39.0,26.0,21.0,5.0,,M,,,Philippines,Filipino,Gemini,flyweight
1461,1461,Berkrerk Chartvanchai,1944-10-25,"Bangkok, Thailand",flyweight,5 ft 6 in (168 cm),,Orthodox,40,29.0,6.0,8.0,3.0,,M,168.0,,Thailand,Thai,Scorpio,flyweight
1462,1462,Masao Ohba,,,flyweight,5 ft 6 in (1.68 m)[1],,Orthodox,38,35.0,16.0,2.0,1.0,,M,168.0,,,,,flyweight
1463,1463,Susumu Hanagata,1947-01-21,"Yokohama, Japan",flyweight,5 ft 3+1⁄2 in (161 cm),160 cm (63 in),orthodox,65,41.0,8.0,16.0,8.0,,M,161.0,160.0,Japan,Japanese,Aquarius,flyweight
1464,1464,Guty Espadas,1954-12-20,"Mérida, Yucatán, Mexico",lightweight/featherweight/bantamweight/flyweight,,,,50,39.0,28.0,6.0,5.0,,M,,,Mexico,Mexican,Sagittarius,flyweight
1465,1465,Kim Tae-shik,1957-07-04,"Mukho, Gangwon-do, South Korea",flyweight,5 ft 3.5 in (1.61 m),,,20,17.0,13.0,3.0,,,M,161.0,,South Korea,South Korean,Cancer,flyweight
1466,1466,Peter Mathebula,,,flyweight/bantamweight,,,Orthodox,45,36.0,17.0,9.0,,,M,,,,,,flyweight
1467,1467,Fidel Bassa,1962-12-18,"El Retén, Colombia",flyweight,5 ft 3+1⁄2 in (161 cm),,Orthodox,24,22.0,15.0,1.0,1.0,0.0,M,161.0,,Colombia,Colombian,Sagittarius,flyweight
1468,1468,Lee Yul-woo,1967-01-25,"Okcheon County, South Korea",flyweight/flyweight,5 ft 5 in (165 cm),,Orthodox,22,19.0,10.0,3.0,,,M,165.0,,South Korea,South Korean,Aquarius,flyweight
1469,1469,Leopard Tamakuma,1964-01-25,"Aomori, Japan",flyweight,5 ft 8 in (173 cm),,Southpaw,33,27.0,13.0,5.0,1.0,,M,173.0,,Japan,Japanese,Aquarius,flyweight
1470,1470,Kim Yong-kang,1965-01-03,"Hwaseong, South Korea",flyweight/flyweight/flyweight,5 ft 7 in (170 cm),,Orthodox,31,26.0,11.0,5.0,,,M,170.0,,South Korea,South Korean,Capricorn,flyweight
1471,1471,Aquiles Guzmán,1965-04-13,"Anzoátegui, Venezuela",flyweight/flyweight,,,,31,14.0,8.0,14.0,3.0,0.0,M,,,Venezuela,Venezuelan,Aries,flyweight
1472,1472,David Grimán,1967-03-10,"Los Teques, Venezuela",flyweight/flyweight,,,Orthodox,27,22.0,14.0,5.0,0.0,0.0,M,,,Venezuela,Venezuelan,Pisces,flyweight
1473,1473,Saen Sor Ploenchit,1971-05-18,"Prachathipat, Thanyaburi, Pathum Thani, Thailand",flyweight/flyweight,5 ft 6 in (168 cm),,Orthodox,47,44.0,14.0,3.0,,,M,168.0,,Thailand,Thai,Taurus,flyweight
1474,1474,Hugo Rafael Soto,1967-08-16,"Catamarca, Argentina",flyweight/flyweight/bantamweight/bantamweight,5 ft 3+1⁄2 in (161 cm),64 in (163 cm),Orthodox,69,55.0,38.0,10.0,2.0,2.0,M,161.0,163.0,Argentina,Argentine,Leo,flyweight
1475,1475,Sornpichai Kratingdaenggym,1974-05-01,,flyweight/flyweight,1.60 m (5 ft 3 in),,,35,30.0,19.0,4.0,1.0,0.0,M,160.0,,,,Taurus,flyweight
1476,1476,Eric Morel,1975-01-10,"San Juan, Puerto Rico",,5 ft 6.5 in (1.69 m),70 in (180 cm),Orthodox,50,46.0,23.0,4.0,,,M,169.0,180.0,Puerto Rico,American(Puerto Rican),Capricorn,
1477,1477,Lorenzo Parra,1978-08-19,"Machiques, Venezuela",flyweight/flyweight/bantamweight/bantamweight,5 ft 4+1⁄2 in (164 cm),66 in (168 cm),Orthodox,52,32.0,19.0,18.0,2.0,,M,164.0,168.0,Venezuela,Venezuelan,Leo,flyweight
1478,1478,Takefumi Sakata,1980-01-29,"Aki District, Hiroshima, Japan",flyweight,5 ft 4 in (162 cm),,Orthodox,44,36.0,17.0,6.0,2.0,,M,162.0,,Japan,Japanese,Aquarius,flyweight
1479,1479,Hernán Márquez,1988-09-04,"Empalme, Sonora, Mexico",flyweight/flyweight,5 ft 2 in (157 cm)[1],48 in (122 cm),Southpaw,59,47.0,33.0,10.0,2.0,,M,160.0,152.0,Mexico,Mexican,Virgo,flyweight
1480,1480,Artem Dalakian,1987-08-10,"Baku, Azerbaijan SSR, USSR(nowadays Azerbaijan)",flyweight,5 ft 4+1⁄2 in (164 cm),64+1⁄2 in (164 cm),Orthodox,23,22.0,15.0,1.0,,,M,164.0,164.0,Azerbaijan,Azerbaijani,Leo,flyweight
1481,1481,Seigo Yuri Akui,1995-09-03,"Kurashiki, Japan",flyweight/flyweight,5 ft 4 in (163 cm),,Orthodox,22,19.0,11.0,2.0,1.0,,M,163.0,,Japan,Japanese,Virgo,flyweight
1482,1482,Juan Carlos Reveco,1983-08-21,"Malargüe, Argentina",flyweight/flyweight/flyweight,5 ft 2 in (157 cm),63+1⁄2 in (161 cm),Orthodox,46,41.0,20.0,5.0,,,M,157.0,161.0,Argentina,Argentine,Leo,flyweight
1483,1483,Yoko Gushiken,1955-06-26,"Ishigaki, Okinawa Islands, USCAR(nowadays Japan)",flyweight,,,Southpaw,24,23.0,15.0,1.0,,,M,,,Japan,Japanese,Cancer,flyweight
1484,1484,Kim Hwan-jin,1955-06-22,South Korea,flyweight,5 ft 1 in (155 cm),,Orthodox,26,22.0,8.0,2.0,2.0,,M,155.0,,South Korea,South Korean,Cancer,flyweight
1485,1485,Katsuo Tokashiki,1960-07-27,"Okinawa, Okinawa, USCAR(nowadays Japan)",flyweight,5 ft 2 in (157 cm),,Orthodox,25,19.0,4.0,4.0,2.0,,M,157.0,,Japan,Japanese,Leo,flyweight
1486,1486,Joey Olivo,1958-01-25,"San Fernando, California, U.S.",flyweight/flyweight/flyweight/bantamweight,5 ft 9 in (175 cm),,Orthodox,47,39.0,11.0,8.0,,,M,175.0,,USA,American,Aquarius,flyweight
1487,1487,Yuh Myung-woo,1964-01-10,"Seoul, South Korea",flyweight,5 ft 4 in (163 cm),65 in (165 cm),Orthodox,39,38.0,14.0,1.0,,,M,163.0,165.0,South Korea,South Korean,Capricorn,flyweight
1488,1488,Choi Hi-yong,1965-09-13,"Busan, South Korea[1]",minimumweight/flyweight,5′ 4½ in (164 cm),,Orthodox,21,19.0,8.0,2.0,,,M,164.0,,South Korea,South Korean,Virgo,minimumweight
1489,1489,Pichitnoi Sitbangprachan,1975-01-31,"Tambon Noen Sa-nga, Mueang Chaiyaphum District, Chaiyaphum Province, Thailand",flyweight,5 ft 4 in (163 cm),,Southpaw,37,34.0,14.0,3.0,,,M,163.0,,Thailand,Thai,Aquarius,flyweight
1490,1490,Beibis Mendoza,1974-06-20,"Arboletes, Colombia",flyweight,5 ft 4 in (163 cm),,orthodox,34,30.0,24.0,4.0,,,M,163.0,,Colombia,Colombian,Gemini,flyweight
1491,1491,Roberto Vásquez,1984-08-11,"Oxnard, California",flyweight/flyweight/flyweight/bantamweight/bantamweight,5 ft 8 in (173 cm),65 in (165 cm),Southpaw,43,34.0,23.0,7.0,2.0,,M,173.0,165.0,USA,American,Leo,flyweight
1492,1492,Brahim Asloum,1979-01-31,"Bourgoin-Jallieu, France",flyweight,5 ft 5 in (165 cm),,orthodox,26,24.0,10.0,2.0,0.0,0.0,M,165.0,,France,French,Aquarius,flyweight
1493,1493,Alberto Rossel,1975-01-26,"Talara, Piura, Peru",flyweight,5 ft 1 in (155 cm),,,44,34.0,13.0,9.0,0.0,1.0,M,155.0,,Peru,Peruvian,Aquarius,flyweight
1494,1494,Carlos Cañizales,1993-03-11,"Caracas, Venezuela",flyweight,5 ft 3 in (160 cm),64+1⁄2 in (164 cm),Orthodox,28,26.0,19.0,1.0,1.0,,M,160.0,164.0,Venezuela,Venezuelan,Pisces,flyweight
1495,1495,Esteban Bermudez,1995-10-11,"Nezahualcóyotl, Mexico",flyweight,5 ft 7 in (170 cm),,Orthodox,20,14.0,10.0,4.0,2.0,,M,170.0,,Mexico,Mexican,Libra,flyweight
1496,1496,Kim Bong-jun,,,flyweight/flyweight,5 ft 4+1⁄2 in (164 cm),,Orthodox,37,24.0,10.0,10.0,3.0,,M,164.0,,,,,flyweight
1497,1497,Chana Porpaoin,1966-03-25,"Ban Nam Lum, Tambon Ban Klang, Lom Sak District, Phetchabun Province, Northern Thailand",minimumweight,160 cm (5 ft 3 in),,Orthodox,62,53.0,19.0,4.0,5.0,0.0,M,160.0,,Thailand,Thai,Aries,minimumweight
1498,1498,Noel Arambulet,1974-05-18,"Falcón, Venezuela",minimumweight/flyweight,5 ft 3+1⁄2 in (161 cm),,Orthodox,33,23.0,11.0,8.0,1.0,1.0,M,161.0,,Venezuela,Venezuelan,Taurus,minimumweight
1499,1499,Joma Gamboa,1973-04-25,"Bacolod, Philippines",minimumweight/flyweight,5 ft 6+1⁄2 in (169 cm),,Orthodox,46,33.0,22.0,11.0,2.0,,M,169.0,,Philippines,Filipino,Taurus,minimumweight
1500,1500,Keitaro Hoshino,1969-08-14,"Yokohama, Japan",minimumweight,5 ft 2+1⁄2 in (159 cm),,Orthodox,33,23.0,6.0,10.0,,,M,159.0,,Japan,Japanese,Leo,minimumweight
1501,1501,Yutaka Niida,1978-10-02,"Yokohama, Kanagawa,",minimumweight,5 ft 1+1⁄2 in (156 cm),,Orthodox,28,23.0,9.0,2.0,3.0,,M,156.0,,,,Libra,minimumweight
1502,1502,Kwanthai Sithmorseng,1984-08-18,,minimumweight,160 cm (5 ft 3 in),,Orthodox,59,50.0,27.0,8.0,1.0,0.0,M,160.0,,Thailand,Thai,Leo,minimumweight
1503,1503,Pornsawan Porpramook,1978-03-10,"Sa Kaeo, Thailand",minimumweight/flyweight,5 ft 2 in (157 cm),63 in (160 cm),Orthodox,35,28.0,17.0,6.0,1.0,,M,157.0,160.0,Thailand,Thai,Pisces,minimumweight
1504,1504,Ryo Miyazaki,1988-08-20,"Ōta, Gunma, Japan",flyweight/flyweight/minimumweight,5 ft 1+1⁄2 in (156 cm),62+1⁄2 in (159 cm),Orthodox,34,26.0,16.0,4.0,4.0,,M,156.0,159.0,Japan,Japanese,Leo,minimumweight
1505,1505,Byron Rojas,1990-06-23,"Matagalpa, Nicaragua",flyweight,,,Orthodox,37,28.0,11.0,4.0,3.0,2.0,M,,,Nicaragua,Nicaraguan,Cancer,flyweight
1506,1506,Knockout CP Freshmart,1990-09-20,"Surin, Thailand",flyweight,155 cm (5 ft 1 in)[1][2],155 cm (61 in)[1],Orthodox,24,24.0,9.0,,,,M,155.0,154.9,Thailand,Thai,Virgo,flyweight
1507,1507,Erick Rosa,2000-03-18,"Santo Domingo, Dominican Republic",flyweight,5 ft 3 in (160 cm),65 in (165 cm),Southpaw,6,6.0,2.0,,,,M,160.0,165.0,Dominican Republic,Dominican,Pisces,flyweight
1508,1508,Jessica McCaskill,1984-09-08,"St. Louis, Missouri, U.S.[2]",lightweight/welterweight/welterweight,5 ft 6 in (168 cm)[1],69 in (175 cm)[1],Orthodox,16,12.0,5.0,3.0,1.0,,F,168.0,175.0,USA,American,Virgo,lightweight
1509,1509,Zongju Cai,,,,,,,,,,,,,F,,,,,,
1510,1510,Sarah Bormann,,,,,,,,,,,,,F,,,,,,
1511,1511,Eva Voraberger,,,,,,,,,,,,,F,,,,,,
1512,1512,Daniela Asenjo,,,,,,,,,,,,,F,,,,,,
1513,1513,Sharadene Fortuin,,,,,,,,,,,,,F,,,,,,
1514,1514,Melissa Oddessa Parker,,,,,,,,,,,,,F,,,,,,
1515,1515,Vissia Trovato,,,,,,,,,,,,,F,,,,,,
1516,1516,Ségolène Lefebvre,1993-05-30,,bantamweight/featherweight,,,Orthodox,18,18.0,1.0,0.0,,,F,,,,,Gemini,bantamweight
1517,1517,Iwona Guzowska,,,,,,,,,,,,,F,,,,,,
1518,1518,Licia Boudersa,,,,,,,,,,,,,F,,,,,,
1519,1519,Firuza Sharipova,1994-08-29,"Taraz (Zhambyl), Kazakhstan",featherweight/lightweight/welterweight,166 cm (5 ft 5+1⁄2 in),166 cm (65 in),Orthodox,17,15.0,8.0,2.0,,,F,166.0,165.1,Kazakhstan,Kazakh,Virgo,featherweight
1520,1520,Estelle Yoka Mossely,1992-08-19,"Paris, France",lightweight,5 ft 6 in (168 cm),,Orthodox,11,11.0,1.0,,,,F,168.0,,France,French,Leo,lightweight
1521,1521,Agnieszka Rylik,,,,,,,,,,,,,F,,,,,,
1522,1522,Svetlana Kulakova,,,,,,,,,,,,,F,,,,,,
1523,1523,Jennifer Retzke,,,,,,,,,,,,,F,,,,,,
1524,1524,Mikaela Laurén,1976-01-20,"Stockholm, Sweden",welterweight/middleweight/middleweight,1.78 m (5 ft 10 in),,Orthodox,38,32.0,13.0,6.0,,,F,178.0,,Sweden,Swedish,Aquarius,welterweight
1525,1525,Ivana Habazin,,,,,,,,,,,,,F,,,,,,
1526,1526,Mika Iwakawa,1983-07-26,"Kōnan, Kōchi, Japan",minimumweight/minimumweight/flyweight,161 cm (5 ft 3 in)[1],,Orthodox,20,12.0,4.0,7.0,1.0,,F,161.0,,Japan,Japanese,Leo,minimumweight
1527,1527,Yuko Kuroki,,,,,,,,,,,,,F,,,,,,
1528,1528,Eri Matsuda,,,,,,,,,,,,,F,,,,,,
1529,1529,Teeraporn Pannimit,1992-08-10,"Phra Nakhon Si Ayutthaya province, Thailand",flyweight/strawweight,5 ft 0 in (152 cm),,Orthodox,29,20.0,5.0,9.0,,,F,152.0,,Thailand,Thai,Leo,flyweight
1530,1530,Mako Yamada,1994-05-26,,flyweight/minimumweight,153 cm (5 ft 0 in),,Orthodox,7,7.0,2.0,0.0,0.0,0.0,F,153.0,,,,Gemini,minimumweight
1531,1531,Kumiko Seeser Ikehara,,,,,,,,,,,,,F,,,,,,
1532,1532,Kayoko Ebata,,,,,,,,,,,,,F,,,,,,
1533,1533,Nguyễn Thị Thu Nhi,1996-10-22,"Ho Chi Minh City, Vietnam[1]",flyweight,5 ft 2 in (157 cm)[1],,Orthodox,6,5.0,1.0,1.0,,,F,157.0,,Vietnam,Vietnamese,Libra,flyweight
1534,1534,Yesica Bopp,,,,,,,,,,,,,F,,,,,,
1535,1535,Eun Hye Lee,,,,,,,,,,,,,F,,,,,,
1536,1536,Naoko Fujioka,,,,,,,,,,,,,F,,,,,,
1537,1537,[8],,,,,,,,,,,,,F,,,,,,
1538,1538,Melissa McMorrow,,,,,,,,,,,,,F,,,,,,
1539,1539,Nana Yoshikawa,,,,,,,,,,,,,F,,,,,,
1540,1540,Arely Muciño,1989-05-20,"Monterrey, Nuevo León, Mexico",flyweight/flyweight/flyweight,5 ft 2 in (157 cm),,Orthodox,34,28.0,10.0,3.0,2.0,1.0,F,157.0,,Mexico,Mexican,Taurus,flyweight
1541,1541,Debora Anahí López,,,,,,,,,,,,,F,,,,,,
1542,1542,Carolina Raquel Duer,1978-08-05,"Buenos Aires, Argentina",flyweight/bantamweight,,,Orthodox,28,20.0,6.0,6.0,2.0,,F,,,Argentina,Argentine,Leo,flyweight
1543,1543,Raja Amasheh,,,,,,,,,,,,,F,,,,,,
1544,1544,Miyo Yoshida,1988-04-12,"Kagoshima, Kagoshima Prefecture, Japan",flyweight/bantamweight,5 ft 3+1⁄2 in (161 cm),63+1⁄2 in (161 cm),Orthodox,21,17.0,0.0,4.0,,,F,161.0,161.0,Japan,Japanese,Aries,flyweight
1545,1545,Tamao Ozawa,,,,,,,,,,,,,F,,,,,,
1546,1546,Kaliesha West,1988-02-11,"South Haven, Michigan, U.S.",bantamweight,5 ft 5 in (165 cm),71 in (180 cm),Orthodox,21,17.0,4.0,1.0,3.0,0.0,F,165.0,180.0,USA,American,Aquarius,bantamweight
1547,1547,Mayra Alejandra Gómez,,,,,,,,,,,,,F,,,,,,
1548,1548,Yésica Patricia Marcos,,,,,,,,,,,,,F,,,,,,
1549,1549,Ina Menzer,,,,,,,,,,,,,F,,,,,,
1550,1550,Heather Hardy,1982-01-25,,flyweight/bantamweight/featherweight,5 ft 5 in (165 cm),64 in (163 cm),Orthodox,26,22.0,4.0,3.0,0.0,1.0,F,165.0,163.0,,,Aquarius,flyweight
1551,1551,Ramona Kuehne,,,,,,,,,,,,,F,,,,,,
1552,1552,Enis Pacheco,,,,,,,,,,,,,F,,,,,,
1553,1553,María Elena Maderna,,,,,,,,,,,,,F,,,,,,
1554,1554,Yohana Belén Alfonzo,,,,,,,,,,,,,F,,,,,,
1555,1555,Fernanda Soledad Alegre,,,,,,,,,,,,,F,,,,,,
1556,1556,Adela Celeste del Carmen Peralta,,,,,,,,,,,,,F,,,,,,
1557,1557,Ana Laura Esteche,,,,,,,,,,,,,F,,,,,,
1558,1558,Cecilia Brækhus,,,,,,,,,,,,,F,,,,,,
1559,1559,Oxandia Castillo,,,,,,,,,,,,,F,,,,,,
1560,1560,Christina Hammer,,,,,,,,,,,,,F,,,,,,
1561,1561,Nanako Kikuchi,,,,,,,,,,,,,F,,,,,,
1562,1562,Carina Moreno,,,,,,,,,,,,,F,,,,,,
1563,1563,Mari Ando,,,,,,,,,,,,,F,,,,,,
1564,1564,Eun Soon Choi,,,,,,,,,,,,,F,,,,,,
1565,1565,Naomi Togashi - Interim champion promoted,,,,,,,,,,,,,F,,,,,,
1566,1566,Ibeth Zamora Silva,1989-02-06,"San Cristóbal Huichochitlán, Toluca, Mexico",flyweight/flyweight/flyweight,5 ft 2 in (157 cm),65 in (165 cm),Orthodox,39,32.0,12.0,7.0,,,F,157.0,165.0,Mexico,Mexican,Aquarius,flyweight
1567,1567,Kim Clavel,,,,,,,,,,,,,F,,,,,,
1568,1568,Yesica Nery Plata,1994-05-17,,flyweight/flyweight,,,Orthodox,32,30.0,3.0,2.0,,,F,,,,,Taurus,flyweight
1569,1569,Stefania Bianchini,,,,,,,,,,,,,F,,,,,,
1570,1570,Simona Galassi,1972-06-27,"Forlì, Italy",flyweight/flyweight,165 cm (5 ft 5 in),,Southpaw,30,23.0,4.0,5.0,1.0,1.0,F,165.0,,Italy,Italian,Cancer,flyweight
1571,1571,Shindo Go,1987-07-18,"Maniwa, Japan[1]",flyweight/bantamweight,5 ft 6 in (168 cm)[1],,Orthodox,20,16.0,11.0,4.0,,,F,168.0,,Japan,Japanese,Cancer,flyweight
1572,1572,Myung Ok Ryu,,,,,,,,,,,,,F,,,,,,
1573,1573,Lourdes Juárez,1986-12-19,"Mexico City, Mexico",flyweight/flyweight/flyweight,5 ft 1+1⁄2 in (156 cm),62+1⁄2 in (159 cm),Orthodox,37,34.0,4.0,2.0,,1.0,F,156.0,159.0,Mexico,Mexican,Sagittarius,flyweight
1574,1574,Asley González Macías,,,,,,,,,,,,,F,,,,,,
1575,1575,Kwang Ok Kim,,,,,,,,,,,,,F,,,,,,
1576,1576,Anita Christensen,,,,,,,,,,,,,F,,,,,,
1577,1577,Susana Vázquez,,,,,,,,,,,,,F,,,,,,
1578,1578,Galina Koleva Ivanova,,,,,,,,,,,,,F,,,,,,
1579,1579,Susie Ramadan,1979-04-10,,bantamweight/bantamweight,5 ft 3 in (160 cm),,Orthodox,31,28.0,12.0,3.0,,,F,160.0,,,,Aries,bantamweight
1580,1580,Catherine Phiri,,,bantamweight/bantamweight,,,,20,16.0,10.0,4.0,,,F,,,,,,bantamweight
1581,1581,Jackie Nava,,,,,,,,,,,,,F,,,,,,
1582,1582,Alejandra Marina Oliveras,1978-03-20,"El Carmen, Jujuy, Argentina",bantamweight/featherweight/lightweight/welterweight,5 ft 1 in (155 cm),,Orthodox,38,33.0,16.0,3.0,2.0,0.0,F,155.0,,Argentina,Argentine,Pisces,bantamweight
1583,1583,Marcela Eliana Acuña,,,,,,,,,,,,,F,,,,,,
1584,1584,Yamileth Mercado,1998-03-16,"Chihuahua, México",bantamweight,,,,24,21.0,5.0,3.0,,,F,,,Mexico,Mexican,Pisces,bantamweight
1585,1585,Jelena Mrdjenovich,1982-06-24,"Hay River, Northwest Territories, Canada[1]",featherweight/featherweight/lightweight,5 ft 7 in (170 cm),,Orthodox,55,41.0,19.0,12.0,2.0,,F,170.0,,Canada,Canadian,Cancer,featherweight
